Sensor position, angle , timestamp, and quality in inches, degrees and seconds, respectively

 x            y            z            a            e            r            timestamp          quality
+14.58984375 +2.80810547 +1.60400391 -169.65087891 +1.97753906 +134.14306641 +1554389018.11870003 +448
+5.62939453 -3.24316406 -8.93847656 +117.00439453 -86.50634766 +89.51660156 +1554389018.12280011 +1024
+14.58984375 +2.80810547 +1.60400391 -169.65087891 +1.97753906 +134.14306641 +1554389018.12280011 +448
+5.53271484 -3.19042969 -8.94726563 +110.32470703 -87.01171875 +96.21826172 +1554389018.12700009 +1020
+14.58984375 +2.80810547 +1.60839844 -169.65087891 +1.97753906 +134.12109375 +1554389018.12700009 +448
+5.44042969 -3.12890625 -8.95166016 +102.23876953 -87.47314453 +104.30419922 +1554389018.13120008 +1016
+14.58984375 +2.80810547 +1.60839844 -169.65087891 +1.97753906 +134.12109375 +1554389018.13120008 +448
+5.34375000 -3.06298828 -8.96484375 +88.65966797 -87.91259766 +117.86132813 +1554389018.13529992 +1012
+14.58984375 +2.80810547 +1.60839844 -169.65087891 +1.97753906 +134.09912109 +1554389018.13529992 +448
+5.25146484 -3.00146484 -8.96923828 +71.87255859 -88.15429688 +134.64843750 +1554389018.13949990 +1008
+14.58984375 +2.80810547 +1.60839844 -169.65087891 +1.97753906 +134.07714844 +1554389018.13949990 +448
+5.15917969 -2.92675781 -8.96923828 +51.56982422 -88.28613281 +155.01708984 +1554389018.14369988 +1008
+14.58984375 +2.80810547 +1.60839844 -169.62890625 +1.97753906 +134.05517578 +1554389018.14369988 +448
+5.06689453 -2.85644531 -8.97802734 +29.75097656 -88.13232422 +176.85791016 +1554389018.14779997 +1008
+14.58984375 +2.80810547 +1.60839844 -169.62890625 +1.97753906 +134.01123047 +1554389018.14779997 +448
+4.97900391 -2.78173828 -8.98242188 +13.99658203 -87.80273438 -167.32177734 +1554389018.15199995 +1004
+14.58984375 +2.81250000 +1.61279297 -169.62890625 +1.99951172 +133.74755859 +1554389018.15199995 +448
+4.89111328 -2.70263672 -8.97802734 +1.64794922 -87.40722656 -154.88525391 +1554389018.15619993 +1008
+14.58984375 +2.81689453 +1.61279297 -169.62890625 +2.02148438 +133.48388672 +1554389018.15619993 +448
+4.80322266 -2.62353516 -8.98242188 -7.20703125 -86.85791016 -145.96435547 +1554389018.16030002 +1012
+14.58544922 +2.81689453 +1.61279297 -169.60693359 +2.02148438 +133.19824219 +1554389018.16030002 +448
+4.71972656 -2.54443359 -8.98242188 -13.02978516 -86.30859375 -140.05371094 +1554389018.16450000 +1012
+14.58544922 +2.82568359 +1.61718750 -169.60693359 +2.04345703 +132.20947266 +1554389018.16450000 +452
+4.63623047 -2.45654297 -8.97802734 -18.03955078 -85.71533203 -134.91210938 +1554389018.16869998 +1020
+14.58544922 +2.83007813 +1.61718750 -169.60693359 +2.06542969 +131.59423828 +1554389018.16869998 +452
+4.55273438 -2.36865234 -8.97363281 -21.81884766 -85.10009766 -131.00097656 +1554389018.17280006 +1024
+14.58544922 +2.83447266 +1.61718750 -169.60693359 +2.04345703 +131.15478516 +1554389018.17280006 +452
+4.47363281 -2.28515625 -8.96923828 -24.60937500 -84.50683594 -128.07861328 +1554389018.17700005 +1028
+14.58544922 +2.83447266 +1.61718750 -169.62890625 +2.04345703 +130.60546875 +1554389018.17700005 +452
+4.39892578 -2.18847656 -8.96044922 -27.55371094 -83.86962891 -124.93652344 +1554389018.18120003 +1032
+14.58544922 +2.83447266 +1.61718750 -169.65087891 +2.02148438 +130.25390625 +1554389018.18120003 +452
+4.31982422 -2.09619141 -8.95605469 -29.77294922 -83.21044922 -122.56347656 +1554389018.18530011 +1040
+14.58105469 +2.83447266 +1.61279297 -169.67285156 +2.02148438 +129.94628906 +1554389018.18530011 +456
+4.24511719 -2.00830078 -8.94726563 -31.48681641 -82.59521484 -120.65185547 +1554389018.18950009 +1044
+14.58105469 +2.83447266 +1.61279297 -169.67285156 +1.99951172 +129.68261719 +1554389018.18950009 +456
+4.17480469 -1.91162109 -8.93408203 -33.35449219 -81.93603516 -118.56445313 +1554389018.19359994 +1052
+14.58105469 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +129.41894531 +1554389018.19359994 +456
+4.10449219 -1.81494141 -8.92529297 -34.93652344 -81.27685547 -116.74072266 +1554389018.19779992 +1060
+14.58544922 +2.83007813 +1.61279297 -169.73876953 +1.99951172 +129.17724609 +1554389018.19779992 +460
+4.03417969 -1.71826172 -8.91210938 -36.21093750 -80.66162109 -115.22460938 +1554389018.20199990 +1068
+14.58544922 +2.83007813 +1.60839844 -169.73876953 +1.97753906 +128.97949219 +1554389018.20199990 +460
+3.96826172 -1.61279297 -8.89453125 -37.74902344 -80.00244141 -113.37890625 +1554389018.20609999 +1076
+14.58544922 +2.83007813 +1.60839844 -169.73876953 +1.97753906 +128.82568359 +1554389018.20609999 +460
+3.90234375 -1.51611328 -8.88134766 -38.84765625 -79.34326172 -112.01660156 +1554389018.21029997 +1084
+14.58544922 +2.83007813 +1.60839844 -169.76074219 +1.97753906 +128.69384766 +1554389018.21029997 +464
+3.84082031 -1.41943359 -8.86376953 -39.81445313 -78.72802734 -110.80810547 +1554389018.21449995 +1092
+14.58544922 +2.83007813 +1.60839844 -169.76074219 +1.97753906 +128.60595703 +1554389018.21449995 +464
+3.77929688 -1.30957031 -8.84619141 -41.13281250 -78.04687500 -109.18212891 +1554389018.21860003 +1100
+14.58544922 +2.83007813 +1.60839844 -169.76074219 +1.97753906 +128.54003906 +1554389018.21860003 +464
+3.72216797 -1.20849609 -8.82861328 -42.14355469 -77.38769531 -107.90771484 +1554389018.22280002 +1108
+14.58544922 +2.83007813 +1.61279297 -169.78271484 +1.99951172 +128.49609375 +1554389018.22280002 +468
+3.66503906 -1.11181641 -8.80664063 -42.97851563 -76.79443359 -106.80908203 +1554389018.22700000 +1112
+14.58544922 +2.83007813 +1.61279297 -169.76074219 +1.99951172 +128.49609375 +1554389018.22700000 +468
+3.61230469 -0.99755859 -8.78466797 -44.09912109 -76.09130859 -105.38085938 +1554389018.23110008 +1124
+14.58544922 +2.83007813 +1.61279297 -169.76074219 +1.99951172 +128.49609375 +1554389018.23110008 +468
+3.55957031 -0.89648438 -8.76269531 -44.86816406 -75.47607422 -104.37011719 +1554389018.23530006 +1128
+14.58544922 +2.83007813 +1.61279297 -169.73876953 +1.99951172 +128.54003906 +1554389018.23530006 +468
+3.51562500 -0.79980469 -8.74072266 -45.57128906 -74.90478516 -103.42529297 +1554389018.23950005 +1132
+14.58544922 +2.83007813 +1.61279297 -169.73876953 +1.99951172 +128.56201172 +1554389018.23950005 +472
+3.46728516 -0.68554688 -8.71435547 -46.62597656 -74.20166016 -102.10693359 +1554389018.24359989 +1140
+14.58544922 +2.83007813 +1.61279297 -169.71679688 +1.99951172 +128.60595703 +1554389018.24359989 +472
+3.42333984 -0.58447266 -8.68798828 -47.32910156 -73.60839844 -101.20605469 +1554389018.24780011 +1144
+14.58544922 +2.83007813 +1.61279297 -169.71679688 +1.99951172 +128.64990234 +1554389018.24780011 +472
+3.38378906 -0.48779297 -8.66162109 -48.01025391 -73.03710938 -100.34912109 +1554389018.25200009 +1144
+14.58544922 +2.83007813 +1.61279297 -169.71679688 +1.99951172 +128.67187500 +1554389018.25200009 +472
+3.34423828 -0.37792969 -8.63525391 -48.93310547 -72.37792969 -99.20654297 +1554389018.25609994 +1148
+14.58544922 +2.83447266 +1.61279297 -169.71679688 +1.99951172 +128.69384766 +1554389018.25609994 +472
+3.30908203 -0.27685547 -8.60449219 -49.61425781 -71.80664063 -98.39355469 +1554389018.26029992 +1148
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.73779297 +1554389018.26029992 +472
+3.27832031 -0.18017578 -8.57373047 -50.25146484 -71.25732422 -97.62451172 +1554389018.26440001 +1144
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.73779297 +1554389018.26440001 +472
+3.24755859 -0.07031250 -8.54736328 -51.08642578 -70.59814453 -96.63574219 +1554389018.26859999 +1144
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.75976563 +1554389018.26859999 +472
+3.21679688 +0.03076172 -8.51660156 -51.72363281 -70.07080078 -95.95458984 +1554389018.27279997 +1140
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.75976563 +1554389018.27279997 +472
+3.19482422 +0.12304688 -8.48583984 -52.33886719 -69.56542969 -95.29541016 +1554389018.27690005 +1132
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.78173828 +1554389018.27690005 +472
+3.17285156 +0.22851563 -8.45507813 -53.12988281 -68.92822266 -94.46044922 +1554389018.28110003 +1128
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.78173828 +1554389018.28110003 +472
+3.15087891 +0.32519531 -8.41992188 -53.78906250 -68.40087891 -93.80126953 +1554389018.28530002 +1124
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.78173828 +1554389018.28530002 +472
